CCAA;PROVINCIA;MUNICIPIO;CCA;CPROV;CMUN;NATCODE;COLOR;PARTIDO;VOTOS
Castilla - La Mancha;Cuenca;Villalba del Rey;08;16;246;34081616246;#ABAAAD;psoe;192
Castilla - La Mancha;Cuenca;Villalba del Rey;08;16;246;34081616246;#ABAAAD;pp;192
Castilla - La Mancha;Cuenca;Villalgordo del Marquesado;08;16;247;34081616247;#ABAAAD;pp;32
Castilla - La Mancha;Cuenca;Villalgordo del Marquesado;08;16;247;34081616247;#ABAAAD;psoe;16
Castilla - La Mancha;Cuenca;Villalpardo;08;16;248;34081616248;#ABAAAD;pp;433
Castilla - La Mancha;Cuenca;Villalpardo;08;16;248;34081616248;#ABAAAD;psoe;350
Castilla - La Mancha;Cuenca;Villamayor de Santiago;08;16;249;34081616249;#ABAAAD;psoe;829
Castilla - La Mancha;Cuenca;Villamayor de Santiago;08;16;249;34081616249;#ABAAAD;pp;361
Castilla - La Mancha;Cuenca;Villamayor de Santiago;08;16;249;34081616249;#ABAAAD;vox;270
Castilla - La Mancha;Cuenca;Villanueva de Guadamejud;08;16;250;34081616250;#ABAAAD;psoe;22
Castilla - La Mancha;Cuenca;Villanueva de Guadamejud;08;16;250;34081616250;#ABAAAD;p-lib;6
Castilla - La Mancha;Cuenca;Villanueva de Guadamejud;08;16;250;34081616250;#ABAAAD;pp;2
Castilla - La Mancha;Cuenca;Villanueva de la Jara;08;16;251;34081616251;#ABAAAD;psoe;678
Castilla - La Mancha;Cuenca;Villanueva de la Jara;08;16;251;34081616251;#ABAAAD;pp;643
Castilla - La Mancha;Cuenca;Villanueva de la Jara;08;16;251;34081616251;#ABAAAD;aepvlj;115
Castilla - La Mancha;Cuenca;Villar de Cañas;08;16;253;34081616253;#ABAAAD;pp;191
Castilla - La Mancha;Cuenca;Villar de Cañas;08;16;253;34081616253;#ABAAAD;psoe;33
Castilla - La Mancha;Cuenca;Villar de Domingo García;08;16;254;34081616254;#ABAAAD;pp;101
Castilla - La Mancha;Cuenca;Villar de Domingo García;08;16;254;34081616254;#ABAAAD;psoe;71
Castilla - La Mancha;Cuenca;Villar de la Encina;08;16;255;34081616255;#ABAAAD;psoe;79
Castilla - La Mancha;Cuenca;Villar de la Encina;08;16;255;34081616255;#ABAAAD;pp;5
Castilla - La Mancha;Cuenca;Villar de Olalla;08;16;263;34081616263;#ABAAAD;psoe;540
Castilla - La Mancha;Cuenca;Villar de Olalla;08;16;263;34081616263;#ABAAAD;pp;277
Castilla - La Mancha;Cuenca;Villar del Humo;08;16;258;34081616258;#ABAAAD;pp;75
Castilla - La Mancha;Cuenca;Villar del Humo;08;16;258;34081616258;#ABAAAD;psoe;60
Castilla - La Mancha;Cuenca;Villar del Infantado;08;16;259;34081616259;#ABAAAD;pp;15
Castilla - La Mancha;Cuenca;Villar del Infantado;08;16;259;34081616259;#ABAAAD;psoe;4
Castilla - La Mancha;Cuenca;Villar y Velasco;08;16;910;34081616910;#ABAAAD;psoe;40
Castilla - La Mancha;Cuenca;Villar y Velasco;08;16;910;34081616910;#ABAAAD;pp;16
Castilla - La Mancha;Cuenca;Villarejo de Fuentes;08;16;264;34081616264;#ABAAAD;pp;184
Castilla - La Mancha;Cuenca;Villarejo de Fuentes;08;16;264;34081616264;#ABAAAD;psoe;163
Castilla - La Mancha;Cuenca;Villarejo de la Peñuela;08;16;265;34081616265;#ABAAAD;psoe;11
Castilla - La Mancha;Cuenca;Villarejo de la Peñuela;08;16;265;34081616265;#ABAAAD;pp;8
Castilla - La Mancha;Cuenca;Villarejo-Periesteban;08;16;266;34081616266;#ABAAAD;pp;175
Castilla - La Mancha;Cuenca;Villarejo-Periesteban;08;16;266;34081616266;#ABAAAD;psoe;110
Castilla - La Mancha;Cuenca;Villares del Saz;08;16;269;34081616269;#ABAAAD;psoe;192
Castilla - La Mancha;Cuenca;Villares del Saz;08;16;269;34081616269;#ABAAAD;pp;133
Castilla - La Mancha;Cuenca;Villarrubio;08;16;270;34081616270;#ABAAAD;pp;59
Castilla - La Mancha;Cuenca;Villarrubio;08;16;270;34081616270;#ABAAAD;psoe;58
Castilla - La Mancha;Cuenca;Villarta;08;16;271;34081616271;#ABAAAD;psoe;291
Castilla - La Mancha;Cuenca;Villarta;08;16;271;34081616271;#ABAAAD;pp;246
Castilla - La Mancha;Cuenca;Villas de la Ventosa;08;16;272;34081616272;#ABAAAD;vox;61
Castilla - La Mancha;Cuenca;Villas de la Ventosa;08;16;272;34081616272;#ABAAAD;pp;37
Castilla - La Mancha;Cuenca;Villas de la Ventosa;08;16;272;34081616272;#ABAAAD;psoe;37
Castilla - La Mancha;Cuenca;Villaverde y Pasaconsol;08;16;273;34081616273;#ABAAAD;pp;176
Castilla - La Mancha;Cuenca;Villaverde y Pasaconsol;08;16;273;34081616273;#ABAAAD;psoe;12
Castilla - La Mancha;Cuenca;Víllora;08;16;274;34081616274;#ABAAAD;pp;62
Castilla - La Mancha;Cuenca;Víllora;08;16;274;34081616274;#ABAAAD;psoe;19
Castilla - La Mancha;Cuenca;Vindel;08;16;275;34081616275;#ABAAAD;pp;12
Castilla - La Mancha;Cuenca;Vindel;08;16;275;34081616275;#ABAAAD;psoe;1
Castilla - La Mancha;Cuenca;Yémeda;08;16;276;34081616276;#ABAAAD;pp;12
Castilla - La Mancha;Cuenca;Yémeda;08;16;276;34081616276;#ABAAAD;psoe;6
Castilla - La Mancha;Cuenca;Zafra de Záncara;08;16;277;34081616277;#ABAAAD;pp;32
Castilla - La Mancha;Cuenca;Zafra de Záncara;08;16;277;34081616277;#ABAAAD;psoe;20
Castilla - La Mancha;Cuenca;Zafra de Záncara;08;16;277;34081616277;#ABAAAD;vox;6
Castilla - La Mancha;Cuenca;Zafrilla;08;16;278;34081616278;#ABAAAD;psoe;28
Castilla - La Mancha;Cuenca;Zafrilla;08;16;278;34081616278;#ABAAAD;pp;19
Castilla - La Mancha;Cuenca;Zarza de Tajo;08;16;279;34081616279;#ABAAAD;pp;141
Castilla - La Mancha;Cuenca;Zarza de Tajo;08;16;279;34081616279;#ABAAAD;psoe;22
Castilla - La Mancha;Cuenca;Zarza de Tajo;08;16;279;34081616279;#ABAAAD;ciudadanos;3
Castilla - La Mancha;Cuenca;Zarza de Tajo;08;16;279;34081616279;#ABAAAD;vox;2
Castilla - La Mancha;Cuenca;Zarzuela;08;16;280;34081616280;#ABAAAD;psoe;77
Castilla - La Mancha;Cuenca;Zarzuela;08;16;280;34081616280;#ABAAAD;pp;42
Castilla - La Mancha;Guadalajara;Abánades;08;19;001;34081919001;#ABAAAD;pp;33
Castilla - La Mancha;Guadalajara;Abánades;08;19;001;34081919001;#ABAAAD;psoe;8
Castilla - La Mancha;Guadalajara;Ablanque;08;19;002;34081919002;#ABAAAD;psoe;32
Castilla - La Mancha;Guadalajara;Ablanque;08;19;002;34081919002;#ABAAAD;pp;24
Castilla - La Mancha;Guadalajara;Ablanque;08;19;002;34081919002;#ABAAAD;iu;7
Castilla - La Mancha;Guadalajara;Adobes;08;19;003;34081919003;#ABAAAD;psoe;15
Castilla - La Mancha;Guadalajara;Adobes;08;19;003;34081919003;#ABAAAD;pp;2
Castilla - La Mancha;Guadalajara;Alaminos;08;19;004;34081919004;#ABAAAD;pp;20
Castilla - La Mancha;Guadalajara;Alaminos;08;19;004;34081919004;#ABAAAD;psoe;6
Castilla - La Mancha;Guadalajara;Alarilla;08;19;005;34081919005;#ABAAAD;psoe;45
Castilla - La Mancha;Guadalajara;Alarilla;08;19;005;34081919005;#ABAAAD;pp;10
Castilla - La Mancha;Guadalajara;Albalate de Zorita;08;19;006;34081919006;#ABAAAD;pp;249
Castilla - La Mancha;Guadalajara;Albalate de Zorita;08;19;006;34081919006;#ABAAAD;grial;168
Castilla - La Mancha;Guadalajara;Albalate de Zorita;08;19;006;34081919006;#ABAAAD;psoe;157
Castilla - La Mancha;Guadalajara;Albalate de Zorita;08;19;006;34081919006;#ABAAAD;cihgu;115
Castilla - La Mancha;Guadalajara;Albares;08;19;007;34081919007;#ABAAAD;pp;205
Castilla - La Mancha;Guadalajara;Albares;08;19;007;34081919007;#ABAAAD;psoe;134
Castilla - La Mancha;Guadalajara;Albendiego;08;19;008;34081919008;#ABAAAD;podemos;17
Castilla - La Mancha;Guadalajara;Albendiego;08;19;008;34081919008;#ABAAAD;psoe;9
Castilla - La Mancha;Guadalajara;Albendiego;08;19;008;34081919008;#ABAAAD;pp;5
Castilla - La Mancha;Guadalajara;Alcocer;08;19;009;34081919009;#ABAAAD;psoe;141
Castilla - La Mancha;Guadalajara;Alcocer;08;19;009;34081919009;#ABAAAD;podemos;52
Castilla - La Mancha;Guadalajara;Alcocer;08;19;009;34081919009;#ABAAAD;pp;5
Castilla - La Mancha;Guadalajara;Alcolea de las Peñas;08;19;010;34081919010;#ABAAAD;pp;4
Castilla - La Mancha;Guadalajara;Alcolea del Pinar;08;19;011;34081919011;#ABAAAD;psoe;113
Castilla - La Mancha;Guadalajara;Alcolea del Pinar;08;19;011;34081919011;#ABAAAD;pp;77
Castilla - La Mancha;Guadalajara;Alcoroches;08;19;013;34081919013;#ABAAAD;psoe;59
Castilla - La Mancha;Guadalajara;Alcoroches;08;19;013;34081919013;#ABAAAD;pp;43
Castilla - La Mancha;Guadalajara;Aldeanueva de Guadalajara;08;19;015;34081919015;#ABAAAD;psoe;63
Castilla - La Mancha;Guadalajara;Aldeanueva de Guadalajara;08;19;015;34081919015;#ABAAAD;pp;15
Castilla - La Mancha;Guadalajara;Algar de Mesa;08;19;016;34081919016;#ABAAAD;psoe;25
Castilla - La Mancha;Guadalajara;Algora;08;19;017;34081919017;#ABAAAD;pp;24
Castilla - La Mancha;Guadalajara;Algora;08;19;017;34081919017;#ABAAAD;psoe;14
Castilla - La Mancha;Guadalajara;Alhóndiga;08;19;018;34081919018;#ABAAAD;psoe;97
Castilla - La Mancha;Guadalajara;Alhóndiga;08;19;018;34081919018;#ABAAAD;vox;19
Castilla - La Mancha;Guadalajara;Alhóndiga;08;19;018;34081919018;#ABAAAD;pp;22
Castilla - La Mancha;Guadalajara;Alique;08;19;019;34081919019;#ABAAAD;psoe;7
Castilla - La Mancha;Guadalajara;Alique;08;19;019;34081919019;#ABAAAD;pp;1
Castilla - La Mancha;Guadalajara;Almadrones;08;19;020;34081919020;#ABAAAD;aea;25
Castilla - La Mancha;Guadalajara;Almadrones;08;19;020;34081919020;#ABAAAD;pp;4
Castilla - La Mancha;Guadalajara;Almadrones;08;19;020;34081919020;#ABAAAD;psoe;2
Castilla - La Mancha;Guadalajara;Almoguera;08;19;021;34081919021;#ABAAAD;pp;335
Castilla - La Mancha;Guadalajara;Almoguera;08;19;021;34081919021;#ABAAAD;cihgu;320
Castilla - La Mancha;Guadalajara;Almoguera;08;19;021;34081919021;#ABAAAD;psoe;162
Castilla - La Mancha;Guadalajara;Almonacid de Zorita;08;19;022;34081919022;#ABAAAD;pp;251
Castilla - La Mancha;Guadalajara;Almonacid de Zorita;08;19;022;34081919022;#ABAAAD;psoe;94
Castilla - La Mancha;Guadalajara;Almonacid de Zorita;08;19;022;34081919022;#ABAAAD;vox;46
Castilla - La Mancha;Guadalajara;Alocén;08;19;023;34081919023;#ABAAAD;psoe;58
Castilla - La Mancha;Guadalajara;Alocén;08;19;023;34081919023;#ABAAAD;vox;13
Castilla - La Mancha;Guadalajara;Alocén;08;19;023;34081919023;#ABAAAD;pp;11
Castilla - La Mancha;Guadalajara;Alovera;08;19;024;34081919024;#ABAAAD;alternativa-alovera;2543
Castilla - La Mancha;Guadalajara;Alovera;08;19;024;34081919024;#ABAAAD;pp;1197
Castilla - La Mancha;Guadalajara;Alovera;08;19;024;34081919024;#ABAAAD;psoe;1047
Castilla - La Mancha;Guadalajara;Alovera;08;19;024;34081919024;#ABAAAD;vox;649
Castilla - La Mancha;Guadalajara;Alovera;08;19;024;34081919024;#ABAAAD;podemos;344
Castilla - La Mancha;Guadalajara;Alovera;08;19;024;34081919024;#ABAAAD;ciudadanos;109
Castilla - La Mancha;Guadalajara;Alustante;08;19;027;34081919027;#ABAAAD;psoe;91
Castilla - La Mancha;Guadalajara;Alustante;08;19;027;34081919027;#ABAAAD;pp;19
Castilla - La Mancha;Guadalajara;Angón;08;19;031;34081919031;#ABAAAD;psoe;7
Castilla - La Mancha;Guadalajara;Angón;08;19;031;34081919031;#ABAAAD;adangon;4
Castilla - La Mancha;Guadalajara;Angón;08;19;031;34081919031;#ABAAAD;pp;2
Castilla - La Mancha;Guadalajara;Anguita;08;19;032;34081919032;#ABAAAD;psoe;65
Castilla - La Mancha;Guadalajara;Anguita;08;19;032;34081919032;#ABAAAD;pp;11
Castilla - La Mancha;Guadalajara;Anquela del Ducado;08;19;033;34081919033;#ABAAAD;pp;27
Castilla - La Mancha;Guadalajara;Anquela del Ducado;08;19;033;34081919033;#ABAAAD;psoe;16
Castilla - La Mancha;Guadalajara;Anquela del Pedregal;08;19;034;34081919034;#ABAAAD;psoe;10
Castilla - La Mancha;Guadalajara;Anquela del Pedregal;08;19;034;34081919034;#ABAAAD;pp;16
Castilla - La Mancha;Guadalajara;Aranzueque;08;19;036;34081919036;#ABAAAD;psoe;149
Castilla - La Mancha;Guadalajara;Aranzueque;08;19;036;34081919036;#ABAAAD;pp;59
Castilla - La Mancha;Guadalajara;Arbancón;08;19;037;34081919037;#ABAAAD;pp;53
Castilla - La Mancha;Guadalajara;Arbancón;08;19;037;34081919037;#ABAAAD;psoe;37
Castilla - La Mancha;Guadalajara;Arbeteta;08;19;038;34081919038;#ABAAAD;pp;5
Castilla - La Mancha;Guadalajara;Arbeteta;08;19;038;34081919038;#ABAAAD;vox;7
Castilla - La Mancha;Guadalajara;Arbeteta;08;19;038;34081919038;#ABAAAD;psoe;1
Castilla - La Mancha;Guadalajara;Argecilla;08;19;039;34081919039;#ABAAAD;psoe;40
Castilla - La Mancha;Guadalajara;Argecilla;08;19;039;34081919039;#ABAAAD;pp;20
Castilla - La Mancha;Guadalajara;Argecilla;08;19;039;34081919039;#ABAAAD;vox;20
Castilla - La Mancha;Guadalajara;Armallones;08;19;040;34081919040;#ABAAAD;psoe;27
Castilla - La Mancha;Guadalajara;Armallones;08;19;040;34081919040;#ABAAAD;armallones;19
Castilla - La Mancha;Guadalajara;Armallones;08;19;040;34081919040;#ABAAAD;pp;2
Castilla - La Mancha;Guadalajara;Armuña de Tajuña;08;19;041;34081919041;#ABAAAD;psoe;87
Castilla - La Mancha;Guadalajara;Armuña de Tajuña;08;19;041;34081919041;#ABAAAD;pp;38
Castilla - La Mancha;Guadalajara;Arroyo de las Fraguas;08;19;042;34081919042;#ABAAAD;psoe;13
Castilla - La Mancha;Guadalajara;Arroyo de las Fraguas;08;19;042;34081919042;#ABAAAD;vox;13
Castilla - La Mancha;Guadalajara;Arroyo de las Fraguas;08;19;042;34081919042;#ABAAAD;podemos;10
Castilla - La Mancha;Guadalajara;Atanzón;08;19;043;34081919043;#ABAAAD;psoe;52
Castilla - La Mancha;Guadalajara;Atanzón;08;19;043;34081919043;#ABAAAD;pp;19
Castilla - La Mancha;Guadalajara;Atanzón;08;19;043;34081919043;#ABAAAD;arga;6
Castilla - La Mancha;Guadalajara;Atienza;08;19;044;34081919044;#ABAAAD;pp;163
Castilla - La Mancha;Guadalajara;Atienza;08;19;044;34081919044;#ABAAAD;psoe;59
Castilla - La Mancha;Guadalajara;Atienza;08;19;044;34081919044;#ABAAAD;por-mi-pueblo;3
Castilla - La Mancha;Guadalajara;Auñón;08;19;045;34081919045;#ABAAAD;pp;58
Castilla - La Mancha;Guadalajara;Auñón;08;19;045;34081919045;#ABAAAD;vox;25
Castilla - La Mancha;Guadalajara;Auñón;08;19;045;34081919045;#ABAAAD;psoe;19
Castilla - La Mancha;Guadalajara;Azuqueca de Henares;08;19;046;34081919046;#ABAAAD;psoe;5677
Castilla - La Mancha;Guadalajara;Azuqueca de Henares;08;19;046;34081919046;#ABAAAD;pp;4264
Castilla - La Mancha;Guadalajara;Azuqueca de Henares;08;19;046;34081919046;#ABAAAD;vox;1880
Castilla - La Mancha;Guadalajara;Azuqueca de Henares;08;19;046;34081919046;#ABAAAD;podemos;1519
Castilla - La Mancha;Guadalajara;Azuqueca de Henares;08;19;046;34081919046;#ABAAAD;cihgu;640
Castilla - La Mancha;Guadalajara;Azuqueca de Henares;08;19;046;34081919046;#ABAAAD;contigo;293
Castilla - La Mancha;Guadalajara;Baides;08;19;047;34081919047;#ABAAAD;pp;19
Castilla - La Mancha;Guadalajara;Baides;08;19;047;34081919047;#ABAAAD;psoe;16
Castilla - La Mancha;Guadalajara;Baños de Tajo;08;19;048;34081919048;#ABAAAD;psoe;7
Castilla - La Mancha;Guadalajara;Baños de Tajo;08;19;048;34081919048;#ABAAAD;pp;5
Castilla - La Mancha;Guadalajara;Bañuelos;08;19;049;34081919049;#ABAAAD;psoe;5
Castilla - La Mancha;Guadalajara;Bañuelos;08;19;049;34081919049;#ABAAAD;pp;2
Castilla - La Mancha;Guadalajara;Barriopedro;08;19;050;34081919050;#ABAAAD;psoe;5
Castilla - La Mancha;Guadalajara;Barriopedro;08;19;050;34081919050;#ABAAAD;pp;6
Castilla - La Mancha;Guadalajara;Berninches;08;19;051;34081919051;#ABAAAD;psoe;38
Castilla - La Mancha;Guadalajara;Berninches;08;19;051;34081919051;#ABAAAD;pp;9
Castilla - La Mancha;Guadalajara;La Bodera;08;19;052;34081919052;#ABAAAD;psoe;10
Castilla - La Mancha;Guadalajara;Brihuega;08;19;053;34081919053;#ABAAAD;psoe;1028
Castilla - La Mancha;Guadalajara;Brihuega;08;19;053;34081919053;#ABAAAD;pp;579
Castilla - La Mancha;Guadalajara;Budia;08;19;054;34081919054;#ABAAAD;arga;115
Castilla - La Mancha;Guadalajara;Budia;08;19;054;34081919054;#ABAAAD;psoe;102
Castilla - La Mancha;Guadalajara;Budia;08;19;054;34081919054;#ABAAAD;pp;17
Castilla - La Mancha;Guadalajara;Budia;08;19;054;34081919054;#ABAAAD;vox;16
Castilla - La Mancha;Guadalajara;Bujalaro;08;19;055;34081919055;#ABAAAD;psoe;20
Castilla - La Mancha;Guadalajara;Bujalaro;08;19;055;34081919055;#ABAAAD;pp;7
Castilla - La Mancha;Guadalajara;Bustares;08;19;057;34081919057;#ABAAAD;psoe;27
Castilla - La Mancha;Guadalajara;Bustares;08;19;057;34081919057;#ABAAAD;pp;4
Castilla - La Mancha;Guadalajara;Cabanillas del Campo;08;19;058;34081919058;#ABAAAD;psoe;2681
Castilla - La Mancha;Guadalajara;Cabanillas del Campo;08;19;058;34081919058;#ABAAAD;pp;1305
Castilla - La Mancha;Guadalajara;Cabanillas del Campo;08;19;058;34081919058;#ABAAAD;vox;847
Castilla - La Mancha;Guadalajara;Cabanillas del Campo;08;19;058;34081919058;#ABAAAD;podemos;394
Castilla - La Mancha;Guadalajara;Cabanillas del Campo;08;19;058;34081919058;#ABAAAD;ciudadanos;176
Castilla - La Mancha;Guadalajara;Campillo de Dueñas;08;19;059;34081919059;#ABAAAD;psoe;24
Castilla - La Mancha;Guadalajara;Campillo de Dueñas;08;19;059;34081919059;#ABAAAD;pp;16
Castilla - La Mancha;Guadalajara;Campillo de Ranas;08;19;060;34081919060;#ABAAAD;psoe;73
Castilla - La Mancha;Guadalajara;Campillo de Ranas;08;19;060;34081919060;#ABAAAD;pp;30
Castilla - La Mancha;Guadalajara;Campillo de Ranas;08;19;060;34081919060;#ABAAAD;vox;12
Castilla - La Mancha;Guadalajara;Campisábalos;08;19;061;34081919061;#ABAAAD;psoe;37
Castilla - La Mancha;Guadalajara;Campisábalos;08;19;061;34081919061;#ABAAAD;pp;33
Castilla - La Mancha;Guadalajara;Canredondo;08;19;064;34081919064;#ABAAAD;psoe;45
Castilla - La Mancha;Guadalajara;Canredondo;08;19;064;34081919064;#ABAAAD;pp;30
Castilla - La Mancha;Guadalajara;Cantalojas;08;19;065;34081919065;#ABAAAD;psoe;42
Castilla - La Mancha;Guadalajara;Cantalojas;08;19;065;34081919065;#ABAAAD;pp;59
Castilla - La Mancha;Guadalajara;Cantalojas;08;19;065;34081919065;#ABAAAD;cihgu;17
Castilla - La Mancha;Guadalajara;Cañizar;08;19;066;34081919066;#ABAAAD;pp;40
Castilla - La Mancha;Guadalajara;Cañizar;08;19;066;34081919066;#ABAAAD;psoe;12
Castilla - La Mancha;Guadalajara;El Cardoso de la Sierra;08;19;067;34081919067;#ABAAAD;psoe;28
Castilla - La Mancha;Guadalajara;El Cardoso de la Sierra;08;19;067;34081919067;#ABAAAD;iu;7
Castilla - La Mancha;Guadalajara;El Cardoso de la Sierra;08;19;067;34081919067;#ABAAAD;pp;1
Castilla - La Mancha;Guadalajara;El Cardoso de la Sierra;08;19;067;34081919067;#ABAAAD;cihgu;1
Castilla - La Mancha;Guadalajara;Casa de Uceda;08;19;070;34081919070;#ABAAAD;psoe;31
Castilla - La Mancha;Guadalajara;Casa de Uceda;08;19;070;34081919070;#ABAAAD;pp;20
Castilla - La Mancha;Guadalajara;El Casar;08;19;071;34081919071;#ABAAAD;psoe;2132
Castilla - La Mancha;Guadalajara;El Casar;08;19;071;34081919071;#ABAAAD;pp;1452
Castilla - La Mancha;Guadalajara;El Casar;08;19;071;34081919071;#ABAAAD;vox;938
Castilla - La Mancha;Guadalajara;El Casar;08;19;071;34081919071;#ABAAAD;contigo;830
Castilla - La Mancha;Guadalajara;El Casar;08;19;071;34081919071;#ABAAAD;podemos;302
Castilla - La Mancha;Guadalajara;El Casar;08;19;071;34081919071;#ABAAAD;ciudadanos;131
Castilla - La Mancha;Guadalajara;Casas de San Galindo;08;19;073;34081919073;#ABAAAD;psoe;11
Castilla - La Mancha;Guadalajara;Casas de San Galindo;08;19;073;34081919073;#ABAAAD;pp;7
Castilla - La Mancha;Guadalajara;Caspueñas;08;19;074;34081919074;#ABAAAD;psoe;78
Castilla - La Mancha;Guadalajara;Caspueñas;08;19;074;34081919074;#ABAAAD;contigo;31
Castilla - La Mancha;Guadalajara;Caspueñas;08;19;074;34081919074;#ABAAAD;pp;27
Castilla - La Mancha;Guadalajara;Castejón de Henares;08;19;075;34081919075;#ABAAAD;pp;20
Castilla - La Mancha;Guadalajara;Castejón de Henares;08;19;075;34081919075;#ABAAAD;psoe;12
Castilla - La Mancha;Guadalajara;Castejón de Henares;08;19;075;34081919075;#ABAAAD;vox;10
Castilla - La Mancha;Guadalajara;Castellar de la Muela;08;19;076;34081919076;#ABAAAD;pp;9
Castilla - La Mancha;Guadalajara;Castellar de la Muela;08;19;076;34081919076;#ABAAAD;psoe;7
Castilla - La Mancha;Guadalajara;Castilforte;08;19;078;34081919078;#ABAAAD;psoe;24
Castilla - La Mancha;Guadalajara;Castilnuevo;08;19;079;34081919079;#ABAAAD;pp;7
Castilla - La Mancha;Guadalajara;Cendejas de Enmedio;08;19;080;34081919080;#ABAAAD;psoe;32
Castilla - La Mancha;Guadalajara;Cendejas de Enmedio;08;19;080;34081919080;#ABAAAD;pp;4
Castilla - La Mancha;Guadalajara;Cendejas de la Torre;08;19;081;34081919081;#ABAAAD;pp;7
Castilla - La Mancha;Guadalajara;Cendejas de la Torre;08;19;081;34081919081;#ABAAAD;psoe;11
Castilla - La Mancha;Guadalajara;Centenera;08;19;082;34081919082;#ABAAAD;psoe;52
Castilla - La Mancha;Guadalajara;Centenera;08;19;082;34081919082;#ABAAAD;pp;14
Castilla - La Mancha;Guadalajara;Checa;08;19;103;34081919103;#ABAAAD;psoe;143
Castilla - La Mancha;Guadalajara;Checa;08;19;103;34081919103;#ABAAAD;pp;45
Castilla - La Mancha;Guadalajara;Chequilla;08;19;104;34081919104;#ABAAAD;pp;10
Castilla - La Mancha;Guadalajara;Chillarón del Rey;08;19;106;34081919106;#ABAAAD;pp;22
Castilla - La Mancha;Guadalajara;Chillarón del Rey;08;19;106;34081919106;#ABAAAD;psoe;22
Castilla - La Mancha;Guadalajara;Chiloeches;08;19;105;34081919105;#ABAAAD;podemos;575
Castilla - La Mancha;Guadalajara;Chiloeches;08;19;105;34081919105;#ABAAAD;pp;449
Castilla - La Mancha;Guadalajara;Chiloeches;08;19;105;34081919105;#ABAAAD;psoe;435
Castilla - La Mancha;Guadalajara;Chiloeches;08;19;105;34081919105;#ABAAAD;vox;434
Castilla - La Mancha;Guadalajara;Cifuentes;08;19;086;34081919086;#ABAAAD;psoe;623
Castilla - La Mancha;Guadalajara;Cifuentes;08;19;086;34081919086;#ABAAAD;pp;398
Castilla - La Mancha;Guadalajara;Cincovillas;08;19;087;34081919087;#ABAAAD;psoe;11
Castilla - La Mancha;Guadalajara;Cincovillas;08;19;087;34081919087;#ABAAAD;pp;1
Castilla - La Mancha;Guadalajara;Ciruelas;08;19;088;34081919088;#ABAAAD;pp;50
Castilla - La Mancha;Guadalajara;Ciruelas;08;19;088;34081919088;#ABAAAD;psoe;49
Castilla - La Mancha;Guadalajara;Ciruelos del Pinar;08;19;089;34081919089;#ABAAAD;psoe;13
Castilla - La Mancha;Guadalajara;Ciruelos del Pinar;08;19;089;34081919089;#ABAAAD;pp;2
Castilla - La Mancha;Guadalajara;Cobeta;08;19;090;34081919090;#ABAAAD;arga;39
Castilla - La Mancha;Guadalajara;Cobeta;08;19;090;34081919090;#ABAAAD;psoe;24
Castilla - La Mancha;Guadalajara;Cobeta;08;19;090;34081919090;#ABAAAD;pp;15
Castilla - La Mancha;Guadalajara;Cogollor;08;19;091;34081919091;#ABAAAD;psoe;12
Castilla - La Mancha;Guadalajara;Cogollor;08;19;091;34081919091;#ABAAAD;pp;4
Castilla - La Mancha;Guadalajara;Cogolludo;08;19;092;34081919092;#ABAAAD;psoe;190
Castilla - La Mancha;Guadalajara;Cogolludo;08;19;092;34081919092;#ABAAAD;pp;77
Castilla - La Mancha;Guadalajara;Condemios de Abajo;08;19;095;34081919095;#ABAAAD;pp;3
Castilla - La Mancha;Guadalajara;Condemios de Arriba;08;19;096;34081919096;#ABAAAD;pp;54
Castilla - La Mancha;Guadalajara;Condemios de Arriba;08;19;096;34081919096;#ABAAAD;psoe;22
Castilla - La Mancha;Guadalajara;Congostrina;08;19;097;34081919097;#ABAAAD;psoe;7
Castilla - La Mancha;Guadalajara;Congostrina;08;19;097;34081919097;#ABAAAD;pp;1
Castilla - La Mancha;Guadalajara;Copernal;08;19;098;34081919098;#ABAAAD;psoe;11
Castilla - La Mancha;Guadalajara;Corduente;08;19;099;34081919099;#ABAAAD;psoe;114
Castilla - La Mancha;Guadalajara;Corduente;08;19;099;34081919099;#ABAAAD;pp;60
Castilla - La Mancha;Guadalajara;El Cubillo de Uceda;08;19;102;34081919102;#ABAAAD;psoe;37
Castilla - La Mancha;Guadalajara;El Cubillo de Uceda;08;19;102;34081919102;#ABAAAD;pp;24
Castilla - La Mancha;Guadalajara;Driebes;08;19;107;34081919107;#ABAAAD;psoe;148
Castilla - La Mancha;Guadalajara;Driebes;08;19;107;34081919107;#ABAAAD;pp;102
Castilla - La Mancha;Guadalajara;Durón;08;19;108;34081919108;#ABAAAD;pp;50
Castilla - La Mancha;Guadalajara;Durón;08;19;108;34081919108;#ABAAAD;psoe;46
Castilla - La Mancha;Guadalajara;Embid;08;19;109;34081919109;#ABAAAD;vox;13
Castilla - La Mancha;Guadalajara;Embid;08;19;109;34081919109;#ABAAAD;pp;9
Castilla - La Mancha;Guadalajara;Escamilla;08;19;110;34081919110;#ABAAAD;pp;24
Castilla - La Mancha;Guadalajara;Escamilla;08;19;110;34081919110;#ABAAAD;psoe;12
Castilla - La Mancha;Guadalajara;Escariche;08;19;111;34081919111;#ABAAAD;psoe;98
Castilla - La Mancha;Guadalajara;Escariche;08;19;111;34081919111;#ABAAAD;pp;31
