CCAA;PROVINCIA;MUNICIPIO;CCA;CPROV;CMUN;NATCODE;COLOR;PARTIDO;VOTOS
Andalucía;Almería;Abla;01;04;001;34010404001;#ABAAAD;psoe;411
Andalucía;Almería;Abla;01;04;001;34010404001;#ABAAAD;pp;347
Andalucía;Almería;Abla;01;04;001;34010404001;#ABAAAD;podemos;16
Andalucía;Almería;Abrucena;01;04;002;34010404002;#ABAAAD;psoe;516
Andalucía;Almería;Abrucena;01;04;002;34010404002;#ABAAAD;pp;239
Andalucía;Almería;Abrucena;01;04;002;34010404002;#ABAAAD;vox;49
Andalucía;Almería;Adra;01;04;003;34010404003;#ABAAAD;pp;5178
Andalucía;Almería;Adra;01;04;003;34010404003;#ABAAAD;psoe;2600
Andalucía;Almería;Adra;01;04;003;34010404003;#ABAAAD;vox;1131
Andalucía;Almería;Adra;01;04;003;34010404003;#ABAAAD;plataformadra;959
Andalucía;Almería;Albanchez;01;04;004;34010404004;#ABAAAD;pp;286
Andalucía;Almería;Albanchez;01;04;004;34010404004;#ABAAAD;psoe;115
Andalucía;Almería;Alboloduy;01;04;005;34010404005;#ABAAAD;pp;260
Andalucía;Almería;Alboloduy;01;04;005;34010404005;#ABAAAD;psoe;139
Andalucía;Almería;Albox;01;04;006;34010404006;#ABAAAD;pp;2259
Andalucía;Almería;Albox;01;04;006;34010404006;#ABAAAD;ucin;1716
Andalucía;Almería;Albox;01;04;006;34010404006;#ABAAAD;psoe;1005
Andalucía;Almería;Albox;01;04;006;34010404006;#ABAAAD;vox;59
Andalucía;Almería;Alcolea;01;04;007;34010404007;#ABAAAD;pp;366
Andalucía;Almería;Alcolea;01;04;007;34010404007;#ABAAAD;psoe;94
Andalucía;Almería;Alcolea;01;04;007;34010404007;#ABAAAD;podemos;14
Andalucía;Almería;Alcóntar;01;04;008;34010404008;#ABAAAD;pp;250
Andalucía;Almería;Alcóntar;01;04;008;34010404008;#ABAAAD;e-v;151
Andalucía;Almería;Alcóntar;01;04;008;34010404008;#ABAAAD;psoe;12
Andalucía;Almería;Alcudia de Monteagud;01;04;009;34010404009;#ABAAAD;pp;53
Andalucía;Almería;Alcudia de Monteagud;01;04;009;34010404009;#ABAAAD;vox;17
Andalucía;Almería;Alcudia de Monteagud;01;04;009;34010404009;#ABAAAD;psoe;5
Andalucía;Almería;Alhabia;01;04;010;34010404010;#ABAAAD;pp;237
Andalucía;Almería;Alhabia;01;04;010;34010404010;#ABAAAD;psoe;218
Andalucía;Almería;Alhama de Almería;01;04;011;34010404011;#ABAAAD;pp;1299
Andalucía;Almería;Alhama de Almería;01;04;011;34010404011;#ABAAAD;psoe;780
Andalucía;Almería;Alhama de Almería;01;04;011;34010404011;#ABAAAD;podemos;128
Andalucía;Almería;Alhama de Almería;01;04;011;34010404011;#ABAAAD;vox;60
Andalucía;Almería;Alicún;01;04;012;34010404012;#ABAAAD;psoe;116
Andalucía;Almería;Alicún;01;04;012;34010404012;#ABAAAD;pp;22
Andalucía;Almería;Alicún;01;04;012;34010404012;#ABAAAD;vox;4
Andalucía;Almería;Alicún;01;04;012;34010404012;#ABAAAD;podemos;1
Andalucía;Almería;Almería;01;04;013;34010404013;#ABAAAD;pp;37577
Andalucía;Almería;Almería;01;04;013;34010404013;#ABAAAD;psoe;18156
Andalucía;Almería;Almería;01;04;013;34010404013;#ABAAAD;vox;10131
Andalucía;Almería;Almería;01;04;013;34010404013;#ABAAAD;podemos;3996
Andalucía;Almería;Almería;01;04;013;34010404013;#ABAAAD;almeria-avanza;1463
Andalucía;Almería;Almería;01;04;013;34010404013;#ABAAAD;ciudadanos;1286
Andalucía;Almería;Almería;01;04;013;34010404013;#ABAAAD;almeria-suma;1273
Andalucía;Almería;Almería;01;04;013;34010404013;#ABAAAD;alm;1069
Andalucía;Almería;Almería;01;04;013;34010404013;#ABAAAD;pacma;919
Andalucía;Almería;Almería;01;04;013;34010404013;#ABAAAD;escanos-en-blanco;257
Andalucía;Almería;Almócita;01;04;014;34010404014;#ABAAAD;psoe;79
Andalucía;Almería;Almócita;01;04;014;34010404014;#ABAAAD;pp;41
Andalucía;Almería;Alsodux;01;04;015;34010404015;#ABAAAD;psoe;66
Andalucía;Almería;Alsodux;01;04;015;34010404015;#ABAAAD;podemos;20
Andalucía;Almería;Alsodux;01;04;015;34010404015;#ABAAAD;vox;19
Andalucía;Almería;Antas;01;04;016;34010404016;#ABAAAD;psoe;1257
Andalucía;Almería;Antas;01;04;016;34010404016;#ABAAAD;pp;473
Andalucía;Almería;Arboleas;01;04;017;34010404017;#ABAAAD;psoe;597
Andalucía;Almería;Arboleas;01;04;017;34010404017;#ABAAAD;pp;546
Andalucía;Almería;Arboleas;01;04;017;34010404017;#ABAAAD;ucin;244
Andalucía;Almería;Armuña de Almanzora;01;04;018;34010404018;#ABAAAD;pp;132
Andalucía;Almería;Armuña de Almanzora;01;04;018;34010404018;#ABAAAD;psoe;112
Andalucía;Almería;Bacares;01;04;019;34010404019;#ABAAAD;psoe;81
Andalucía;Almería;Bacares;01;04;019;34010404019;#ABAAAD;pp;57
Andalucía;Almería;Bacares;01;04;019;34010404019;#ABAAAD;vox;2
Andalucía;Almería;Bayárcal;01;04;020;34010404020;#ABAAAD;pp;166
Andalucía;Almería;Bayárcal;01;04;020;34010404020;#ABAAAD;psoe;35
Andalucía;Almería;Bayarque;01;04;021;34010404021;#ABAAAD;pp;93
Andalucía;Almería;Bayarque;01;04;021;34010404021;#ABAAAD;psoe;17
Andalucía;Almería;Bayarque;01;04;021;34010404021;#ABAAAD;podemos;1
Andalucía;Almería;Bédar;01;04;022;34010404022;#ABAAAD;psoe;300
Andalucía;Almería;Bédar;01;04;022;34010404022;#ABAAAD;pp;95
Andalucía;Almería;Bédar;01;04;022;34010404022;#ABAAAD;podemos;10
Andalucía;Almería;Beires;01;04;023;34010404023;#ABAAAD;pp;54
Andalucía;Almería;Beires;01;04;023;34010404023;#ABAAAD;psoe;27
Andalucía;Almería;Beires;01;04;023;34010404023;#ABAAAD;vox;10
Andalucía;Almería;Beires;01;04;023;34010404023;#ABAAAD;podemos;1
Andalucía;Almería;Benahadux;01;04;024;34010404024;#ABAAAD;pp;1090
Andalucía;Almería;Benahadux;01;04;024;34010404024;#ABAAAD;eib;482
Andalucía;Almería;Benahadux;01;04;024;34010404024;#ABAAAD;psoe;435
Andalucía;Almería;Benahadux;01;04;024;34010404024;#ABAAAD;vox;390
Andalucía;Almería;Benahadux;01;04;024;34010404024;#ABAAAD;podemos;131
Andalucía;Almería;Benitagla;01;04;026;34010404026;#ABAAAD;pp;24
Andalucía;Almería;Benitagla;01;04;026;34010404026;#ABAAAD;vox;2
Andalucía;Almería;Benizalón;01;04;027;34010404027;#ABAAAD;pp;119
Andalucía;Almería;Benizalón;01;04;027;34010404027;#ABAAAD;psoe;35
Andalucía;Almería;Bentarique;01;04;028;34010404028;#ABAAAD;psoe;73
Andalucía;Almería;Bentarique;01;04;028;34010404028;#ABAAAD;pp;56
Andalucía;Almería;Bentarique;01;04;028;34010404028;#ABAAAD;podemos;8
Andalucía;Almería;Bentarique;01;04;028;34010404028;#ABAAAD;vox;7
Andalucía;Almería;Berja;01;04;029;34010404029;#ABAAAD;pp;3905
Andalucía;Almería;Berja;01;04;029;34010404029;#ABAAAD;psoe;1333
Andalucía;Almería;Berja;01;04;029;34010404029;#ABAAAD;vox;421
Andalucía;Almería;Canjáyar;01;04;030;34010404030;#ABAAAD;psoe;350
Andalucía;Almería;Canjáyar;01;04;030;34010404030;#ABAAAD;pp;285
Andalucía;Almería;Canjáyar;01;04;030;34010404030;#ABAAAD;canjayar-cien-por-cien;76
Andalucía;Almería;Canjáyar;01;04;030;34010404030;#ABAAAD;3e;28
Andalucía;Almería;Cantoria;01;04;031;34010404031;#ABAAAD;psoe;1280
Andalucía;Almería;Cantoria;01;04;031;34010404031;#ABAAAD;pp;635
Andalucía;Almería;Carboneras;01;04;032;34010404032;#ABAAAD;pp;1471
Andalucía;Almería;Carboneras;01;04;032;34010404032;#ABAAAD;psoe;1339
Andalucía;Almería;Carboneras;01;04;032;34010404032;#ABAAAD;ciudadanos;305
Andalucía;Almería;Carboneras;01;04;032;34010404032;#ABAAAD;nvcar;187
Andalucía;Almería;Carboneras;01;04;032;34010404032;#ABAAAD;vox;141
Andalucía;Almería;Carboneras;01;04;032;34010404032;#ABAAAD;podemos;37
Andalucía;Almería;Castro de Filabres;01;04;033;34010404033;#ABAAAD;psoe;51
Andalucía;Almería;Castro de Filabres;01;04;033;34010404033;#ABAAAD;pp;22
Andalucía;Almería;Cóbdar;01;04;034;34010404034;#ABAAAD;pp;94
Andalucía;Almería;Cóbdar;01;04;034;34010404034;#ABAAAD;psoe;34
Andalucía;Almería;Cóbdar;01;04;034;34010404034;#ABAAAD;podemos;5
Andalucía;Almería;Cuevas del Almanzora;01;04;035;34010404035;#ABAAAD;psoe;3773
Andalucía;Almería;Cuevas del Almanzora;01;04;035;34010404035;#ABAAAD;pp;2322
Andalucía;Almería;Chercos;01;04;036;34010404036;#ABAAAD;psoe;74
Andalucía;Almería;Chercos;01;04;036;34010404036;#ABAAAD;pp;55
Andalucía;Almería;Chercos;01;04;036;34010404036;#ABAAAD;ciudadanos;36
Andalucía;Almería;Chercos;01;04;036;34010404036;#ABAAAD;vox;34
Andalucía;Almería;Chercos;01;04;036;34010404036;#ABAAAD;ixc;27
Andalucía;Almería;Chirivel;01;04;037;34010404037;#ABAAAD;psoe;593
Andalucía;Almería;Chirivel;01;04;037;34010404037;#ABAAAD;pp;315
Andalucía;Almería;Chirivel;01;04;037;34010404037;#ABAAAD;vox;41
Andalucía;Almería;Dalías;01;04;038;34010404038;#ABAAAD;pp;1158
Andalucía;Almería;Dalías;01;04;038;34010404038;#ABAAAD;psoe;494
Andalucía;Almería;Dalías;01;04;038;34010404038;#ABAAAD;podemos;320
Andalucía;Almería;Dalías;01;04;038;34010404038;#ABAAAD;ciudadanos;71
Andalucía;Almería;Dalías;01;04;038;34010404038;#ABAAAD;vox;35
Andalucía;Almería;Enix;01;04;041;34010404041;#ABAAAD;pp;232
Andalucía;Almería;Enix;01;04;041;34010404041;#ABAAAD;psoe;47
Andalucía;Almería;Enix;01;04;041;34010404041;#ABAAAD;vox;14
Andalucía;Almería;Enix;01;04;041;34010404041;#ABAAAD;podemos;6
Andalucía;Almería;Felix;01;04;043;34010404043;#ABAAAD;pp;309
Andalucía;Almería;Felix;01;04;043;34010404043;#ABAAAD;felixiempre;149
Andalucía;Almería;Felix;01;04;043;34010404043;#ABAAAD;psoe;97
Andalucía;Almería;Felix;01;04;043;34010404043;#ABAAAD;almeria-viva;1
Andalucía;Almería;Fines;01;04;044;34010404044;#ABAAAD;pp;684
Andalucía;Almería;Fines;01;04;044;34010404044;#ABAAAD;psoe;526
Andalucía;Almería;Fines;01;04;044;34010404044;#ABAAAD;podemos;59
Andalucía;Almería;Fiñana;01;04;045;34010404045;#ABAAAD;psoe;596
Andalucía;Almería;Fiñana;01;04;045;34010404045;#ABAAAD;pp;357
Andalucía;Almería;Fiñana;01;04;045;34010404045;#ABAAAD;vox;346
Andalucía;Almería;Fiñana;01;04;045;34010404045;#ABAAAD;ciudadanos;31
Andalucía;Almería;Fiñana;01;04;045;34010404045;#ABAAAD;podemos;28
Andalucía;Almería;Fondón;01;04;046;34010404046;#ABAAAD;psoe;487
Andalucía;Almería;Fondón;01;04;046;34010404046;#ABAAAD;pp;287
Andalucía;Almería;Gádor;01;04;047;34010404047;#ABAAAD;pp;1122
Andalucía;Almería;Gádor;01;04;047;34010404047;#ABAAAD;psoe;609
Andalucía;Almería;Los Gallardos;01;04;048;34010404048;#ABAAAD;pp;957
Andalucía;Almería;Los Gallardos;01;04;048;34010404048;#ABAAAD;psoe;352
Andalucía;Almería;Garrucha;01;04;049;34010404049;#ABAAAD;psoe;1656
Andalucía;Almería;Garrucha;01;04;049;34010404049;#ABAAAD;pp;1549
Andalucía;Almería;Garrucha;01;04;049;34010404049;#ABAAAD;podemos;449
Andalucía;Almería;Garrucha;01;04;049;34010404049;#ABAAAD;ucin;245
Andalucía;Almería;Garrucha;01;04;049;34010404049;#ABAAAD;vox;228
Andalucía;Almería;Gérgal;01;04;050;34010404050;#ABAAAD;psoe;255
Andalucía;Almería;Gérgal;01;04;050;34010404050;#ABAAAD;pp;108
Andalucía;Almería;Gérgal;01;04;050;34010404050;#ABAAAD;ciudadanos;61
Andalucía;Almería;Gérgal;01;04;050;34010404050;#ABAAAD;vox;52
Andalucía;Almería;Gérgal;01;04;050;34010404050;#ABAAAD;podemos;45
Andalucía;Almería;Huécija;01;04;051;34010404051;#ABAAAD;pp;247
Andalucía;Almería;Huécija;01;04;051;34010404051;#ABAAAD;psoe;166
Andalucía;Almería;Huércal de Almería;01;04;052;34010404052;#ABAAAD;pp;5166
Andalucía;Almería;Huércal de Almería;01;04;052;34010404052;#ABAAAD;psoe;720
Andalucía;Almería;Huércal de Almería;01;04;052;34010404052;#ABAAAD;grinph;618
Andalucía;Almería;Huércal de Almería;01;04;052;34010404052;#ABAAAD;podemos;574
Andalucía;Almería;Huércal de Almería;01;04;052;34010404052;#ABAAAD;vox;549
Andalucía;Almería;Huércal de Almería;01;04;052;34010404052;#ABAAAD;ciudadanos;199
Andalucía;Almería;Huércal de Almería;01;04;052;34010404052;#ABAAAD;eih;109
Andalucía;Almería;Huércal de Almería;01;04;052;34010404052;#ABAAAD;almeria-avanza;75
Andalucía;Almería;Huércal-Overa;01;04;053;34010404053;#ABAAAD;pp;5127
Andalucía;Almería;Huércal-Overa;01;04;053;34010404053;#ABAAAD;psoe;2971
Andalucía;Almería;Huércal-Overa;01;04;053;34010404053;#ABAAAD;vox;518
Andalucía;Almería;Huércal-Overa;01;04;053;34010404053;#ABAAAD;almeria-avanza;350
Andalucía;Almería;Huércal-Overa;01;04;053;34010404053;#ABAAAD;podemos;63
Andalucía;Almería;Íllar;01;04;054;34010404054;#ABAAAD;psoe;152
Andalucía;Almería;Íllar;01;04;054;34010404054;#ABAAAD;pp;151
Andalucía;Almería;Instinción;01;04;055;34010404055;#ABAAAD;psoe;179
Andalucía;Almería;Instinción;01;04;055;34010404055;#ABAAAD;pp;143
Andalucía;Almería;Laroya;01;04;056;34010404056;#ABAAAD;pp;71
Andalucía;Almería;Laroya;01;04;056;34010404056;#ABAAAD;ucin;43
Andalucía;Almería;Láujar de Andarax;01;04;057;34010404057;#ABAAAD;pp;815
Andalucía;Almería;Láujar de Andarax;01;04;057;34010404057;#ABAAAD;psoe;157
Andalucía;Almería;Láujar de Andarax;01;04;057;34010404057;#ABAAAD;podemos;22
Andalucía;Almería;Líjar;01;04;058;34010404058;#ABAAAD;psoe;116
Andalucía;Almería;Líjar;01;04;058;34010404058;#ABAAAD;pp;83
Andalucía;Almería;Líjar;01;04;058;34010404058;#ABAAAD;podemos;79
Andalucía;Almería;Lubrín;01;04;059;34010404059;#ABAAAD;psoe;569
Andalucía;Almería;Lubrín;01;04;059;34010404059;#ABAAAD;pp;233
Andalucía;Almería;Lucainena de las Torres;01;04;060;34010404060;#ABAAAD;pp;262
Andalucía;Almería;Lucainena de las Torres;01;04;060;34010404060;#ABAAAD;ucin;112
Andalucía;Almería;Lucainena de las Torres;01;04;060;34010404060;#ABAAAD;psoe;69
Andalucía;Almería;Lucainena de las Torres;01;04;060;34010404060;#ABAAAD;vox;4
Andalucía;Almería;Lúcar;01;04;061;34010404061;#ABAAAD;ciudadanos;355
Andalucía;Almería;Lúcar;01;04;061;34010404061;#ABAAAD;psoe;183
Andalucía;Almería;Lúcar;01;04;061;34010404061;#ABAAAD;pp;18
Andalucía;Almería;Lúcar;01;04;061;34010404061;#ABAAAD;ipal;5
Andalucía;Almería;Macael;01;04;062;34010404062;#ABAAAD;pp;2181
Andalucía;Almería;Macael;01;04;062;34010404062;#ABAAAD;psoe;1194
Andalucía;Almería;María;01;04;063;34010404063;#ABAAAD;pp;637
Andalucía;Almería;María;01;04;063;34010404063;#ABAAAD;psoe;79
Andalucía;Almería;Mojácar;01;04;064;34010404064;#ABAAAD;pp;1596
Andalucía;Almería;Mojácar;01;04;064;34010404064;#ABAAAD;psoe;1138
Andalucía;Almería;Mojácar;01;04;064;34010404064;#ABAAAD;mn;44
Andalucía;Almería;Nacimiento;01;04;065;34010404065;#ABAAAD;psoe;234
Andalucía;Almería;Nacimiento;01;04;065;34010404065;#ABAAAD;pp;76
Andalucía;Almería;Níjar;01;04;066;34010404066;#ABAAAD;psoe;3980
Andalucía;Almería;Níjar;01;04;066;34010404066;#ABAAAD;pp;3649
Andalucía;Almería;Níjar;01;04;066;34010404066;#ABAAAD;vox;646
Andalucía;Almería;Níjar;01;04;066;34010404066;#ABAAAD;podemos;358
Andalucía;Almería;Níjar;01;04;066;34010404066;#ABAAAD;gni;200
Andalucía;Almería;Níjar;01;04;066;34010404066;#ABAAAD;ciudadanos;63
Andalucía;Almería;Ohanes;01;04;067;34010404067;#ABAAAD;psoe;202
Andalucía;Almería;Ohanes;01;04;067;34010404067;#ABAAAD;pp;149
Andalucía;Almería;Olula de Castro;01;04;068;34010404068;#ABAAAD;psoe;58
Andalucía;Almería;Olula de Castro;01;04;068;34010404068;#ABAAAD;aeodc;44
Andalucía;Almería;Olula de Castro;01;04;068;34010404068;#ABAAAD;pp;32
Andalucía;Almería;Olula del Río;01;04;069;34010404069;#ABAAAD;pp;1890
Andalucía;Almería;Olula del Río;01;04;069;34010404069;#ABAAAD;psoe;1575
Andalucía;Almería;Olula del Río;01;04;069;34010404069;#ABAAAD;vox;98
Andalucía;Almería;Olula del Río;01;04;069;34010404069;#ABAAAD;podemos;78
Andalucía;Almería;Oria;01;04;070;34010404070;#ABAAAD;pp;729
Andalucía;Almería;Oria;01;04;070;34010404070;#ABAAAD;psoe;381
Andalucía;Almería;Oria;01;04;070;34010404070;#ABAAAD;juntos-por-oria;157
Andalucía;Almería;Oria;01;04;070;34010404070;#ABAAAD;podemos;33
Andalucía;Almería;Padules;01;04;071;34010404071;#ABAAAD;psoe;172
Andalucía;Almería;Padules;01;04;071;34010404071;#ABAAAD;pp;130
Andalucía;Almería;Partaloa;01;04;072;34010404072;#ABAAAD;adepart;259
Andalucía;Almería;Partaloa;01;04;072;34010404072;#ABAAAD;pp;89
Andalucía;Almería;Partaloa;01;04;072;34010404072;#ABAAAD;almeria-avanza;35
Andalucía;Almería;Partaloa;01;04;072;34010404072;#ABAAAD;psoe;15
Andalucía;Almería;Paterna del Río;01;04;073;34010404073;#ABAAAD;psoe;188
Andalucía;Almería;Paterna del Río;01;04;073;34010404073;#ABAAAD;pp;68
Andalucía;Almería;Pechina;01;04;074;34010404074;#ABAAAD;psoe;1033
Andalucía;Almería;Pechina;01;04;074;34010404074;#ABAAAD;pp;716
Andalucía;Almería;Pechina;01;04;074;34010404074;#ABAAAD;vox;173
Andalucía;Almería;Pechina;01;04;074;34010404074;#ABAAAD;ciudadanos;62
Andalucía;Almería;Pulpí;01;04;075;34010404075;#ABAAAD;pp;2356
Andalucía;Almería;Pulpí;01;04;075;34010404075;#ABAAAD;psoe;1532
Andalucía;Almería;Pulpí;01;04;075;34010404075;#ABAAAD;vox;246
Andalucía;Almería;Purchena;01;04;076;34010404076;#ABAAAD;pp;556
Andalucía;Almería;Purchena;01;04;076;34010404076;#ABAAAD;psoe;441
Andalucía;Almería;Rágol;01;04;077;34010404077;#ABAAAD;pp;170
Andalucía;Almería;Rágol;01;04;077;34010404077;#ABAAAD;psoe;78
Andalucía;Almería;Rioja;01;04;078;34010404078;#ABAAAD;pp;350
Andalucía;Almería;Rioja;01;04;078;34010404078;#ABAAAD;psoe;316
Andalucía;Almería;Rioja;01;04;078;34010404078;#ABAAAD;podemos;281
Andalucía;Almería;Rioja;01;04;078;34010404078;#ABAAAD;vox;15
Andalucía;Almería;Roquetas de Mar;01;04;079;34010404079;#ABAAAD;pp;14318
Andalucía;Almería;Roquetas de Mar;01;04;079;34010404079;#ABAAAD;psoe;4932
Andalucía;Almería;Roquetas de Mar;01;04;079;34010404079;#ABAAAD;vox;3811
Andalucía;Almería;Roquetas de Mar;01;04;079;34010404079;#ABAAAD;almeria-avanza;2372
Andalucía;Almería;Roquetas de Mar;01;04;079;34010404079;#ABAAAD;podemos;1677
Andalucía;Almería;Roquetas de Mar;01;04;079;34010404079;#ABAAAD;coalicion-electoral-union-por-aguadulce;1269
Andalucía;Almería;Roquetas de Mar;01;04;079;34010404079;#ABAAAD;indapa;1121
Andalucía;Almería;Roquetas de Mar;01;04;079;34010404079;#ABAAAD;roquetas-si;374
Andalucía;Almería;Roquetas de Mar;01;04;079;34010404079;#ABAAAD;ciudadanos;296
Andalucía;Almería;Roquetas de Mar;01;04;079;34010404079;#ABAAAD;avanzamos-juntos-espana;284
Andalucía;Almería;Roquetas de Mar;01;04;079;34010404079;#ABAAAD;almeria-viva;222
Andalucía;Almería;Roquetas de Mar;01;04;079;34010404079;#ABAAAD;c-c-d-e;99
Andalucía;Almería;Roquetas de Mar;01;04;079;34010404079;#ABAAAD;lb;47
Andalucía;Almería;Santa Cruz de Marchena;01;04;080;34010404080;#ABAAAD;pp;74
Andalucía;Almería;Santa Cruz de Marchena;01;04;080;34010404080;#ABAAAD;psoe;69
Andalucía;Almería;Santa Cruz de Marchena;01;04;080;34010404080;#ABAAAD;vox;2
Andalucía;Almería;Santa Cruz de Marchena;01;04;080;34010404080;#ABAAAD;podemos;2
Andalucía;Almería;Santa Fe de Mondújar;01;04;081;34010404081;#ABAAAD;psoe;235
Andalucía;Almería;Santa Fe de Mondújar;01;04;081;34010404081;#ABAAAD;pp;60
Andalucía;Almería;Senés;01;04;082;34010404082;#ABAAAD;pp;189
Andalucía;Almería;Senés;01;04;082;34010404082;#ABAAAD;psoe;40
Andalucía;Almería;Serón;01;04;083;34010404083;#ABAAAD;psoe;768
Andalucía;Almería;Serón;01;04;083;34010404083;#ABAAAD;pp;666
Andalucía;Almería;Sierro;01;04;084;34010404084;#ABAAAD;juntos-por-sierro;239
Andalucía;Almería;Sierro;01;04;084;34010404084;#ABAAAD;psoe;32
Andalucía;Almería;Somontín;01;04;085;34010404085;#ABAAAD;psoe;283
Andalucía;Almería;Somontín;01;04;085;34010404085;#ABAAAD;pp;192
Andalucía;Almería;Sorbas;01;04;086;34010404086;#ABAAAD;pp;687
Andalucía;Almería;Sorbas;01;04;086;34010404086;#ABAAAD;psoe;581
Andalucía;Almería;Suflí;01;04;087;34010404087;#ABAAAD;pp;93
Andalucía;Almería;Suflí;01;04;087;34010404087;#ABAAAD;psoe;19
Andalucía;Almería;Suflí;01;04;087;34010404087;#ABAAAD;vox;8
Andalucía;Almería;Suflí;01;04;087;34010404087;#ABAAAD;podemos;4
Andalucía;Almería;Tabernas;01;04;088;34010404088;#ABAAAD;psoe;1323
Andalucía;Almería;Tabernas;01;04;088;34010404088;#ABAAAD;pp;571
Andalucía;Almería;Taberno;01;04;089;34010404089;#ABAAAD;pp;301
Andalucía;Almería;Taberno;01;04;089;34010404089;#ABAAAD;psoe;277
Andalucía;Almería;Taberno;01;04;089;34010404089;#ABAAAD;vox;20
Andalucía;Almería;Tahal;01;04;090;34010404090;#ABAAAD;psoe;207
Andalucía;Almería;Tahal;01;04;090;34010404090;#ABAAAD;pp;69
Andalucía;Almería;Terque;01;04;091;34010404091;#ABAAAD;psoe;199
Andalucía;Almería;Terque;01;04;091;34010404091;#ABAAAD;pp;25
Andalucía;Almería;Tíjola;01;04;092;34010404092;#ABAAAD;pp;1522
Andalucía;Almería;Tíjola;01;04;092;34010404092;#ABAAAD;psoe;538
Andalucía;Almería;Tíjola;01;04;092;34010404092;#ABAAAD;ipal;35
Andalucía;Almería;Turre;01;04;093;34010404093;#ABAAAD;psoe;679
Andalucía;Almería;Turre;01;04;093;34010404093;#ABAAAD;pp;590
Andalucía;Almería;Turre;01;04;093;34010404093;#ABAAAD;podemos;363
Andalucía;Almería;Turrillas;01;04;094;34010404094;#ABAAAD;pp;120
Andalucía;Almería;Turrillas;01;04;094;34010404094;#ABAAAD;almeria-avanza;77
Andalucía;Almería;Turrillas;01;04;094;34010404094;#ABAAAD;vox;1
Andalucía;Almería;Uleila del Campo;01;04;095;34010404095;#ABAAAD;pp;420
Andalucía;Almería;Uleila del Campo;01;04;095;34010404095;#ABAAAD;psoe;158
Andalucía;Almería;Urrácal;01;04;096;34010404096;#ABAAAD;pp;209
Andalucía;Almería;Urrácal;01;04;096;34010404096;#ABAAAD;psoe;63
Andalucía;Almería;Velefique;01;04;097;34010404097;#ABAAAD;psoe;129
Andalucía;Almería;Velefique;01;04;097;34010404097;#ABAAAD;pp;54
Andalucía;Almería;Velefique;01;04;097;34010404097;#ABAAAD;podemos;40
Andalucía;Almería;Velefique;01;04;097;34010404097;#ABAAAD;vox;3
Andalucía;Almería;Vélez-Blanco;01;04;098;34010404098;#ABAAAD;pp;852
Andalucía;Almería;Vélez-Blanco;01;04;098;34010404098;#ABAAAD;psoe;288
Andalucía;Almería;Vélez-Blanco;01;04;098;34010404098;#ABAAAD;vox;31
Andalucía;Almería;Vélez-Rubio;01;04;099;34010404099;#ABAAAD;pp;1548
Andalucía;Almería;Vélez-Rubio;01;04;099;34010404099;#ABAAAD;psoe;1095
Andalucía;Almería;Vélez-Rubio;01;04;099;34010404099;#ABAAAD;unidos-por-velez-rubio;624
Andalucía;Almería;Vélez-Rubio;01;04;099;34010404099;#ABAAAD;vox;157
Andalucía;Almería;Vera;01;04;100;34010404100;#ABAAAD;pp;3388
Andalucía;Almería;Vera;01;04;100;34010404100;#ABAAAD;ucin;1272
Andalucía;Almería;Vera;01;04;100;34010404100;#ABAAAD;psoe;904
Andalucía;Almería;Vera;01;04;100;34010404100;#ABAAAD;vox;350
Andalucía;Almería;Vera;01;04;100;34010404100;#ABAAAD;podemos;143
Andalucía;Almería;Vera;01;04;100;34010404100;#ABAAAD;almeria-avanza;49
Andalucía;Almería;Viator;01;04;101;34010404101;#ABAAAD;psoe;1612
Andalucía;Almería;Viator;01;04;101;34010404101;#ABAAAD;pp;907
Andalucía;Almería;Viator;01;04;101;34010404101;#ABAAAD;vox;182
Andalucía;Almería;Viator;01;04;101;34010404101;#ABAAAD;ciudadanos;27
Andalucía;Almería;Viator;01;04;101;34010404101;#ABAAAD;podemos;17
Andalucía;Almería;Vícar;01;04;102;34010404102;#ABAAAD;psoe;4298
Andalucía;Almería;Vícar;01;04;102;34010404102;#ABAAAD;pp;2235
Andalucía;Almería;Vícar;01;04;102;34010404102;#ABAAAD;vox;987
Andalucía;Almería;Vícar;01;04;102;34010404102;#ABAAAD;podemos;262
Andalucía;Almería;Vícar;01;04;102;34010404102;#ABAAAD;almeria-viva;134
Andalucía;Almería;Vícar;01;04;102;34010404102;#ABAAAD;apv;117
Andalucía;Almería;Vícar;01;04;102;34010404102;#ABAAAD;ciudadanos;18
Andalucía;Almería;Zurgena;01;04;103;34010404103;#ABAAAD;pp;865
Andalucía;Almería;Zurgena;01;04;103;34010404103;#ABAAAD;psoe;425
Andalucía;Almería;Zurgena;01;04;103;34010404103;#ABAAAD;vox;60
Andalucía;Almería;Las Tres Villas;01;04;901;34010404901;#ABAAAD;psoe;232
Andalucía;Almería;Las Tres Villas;01;04;901;34010404901;#ABAAAD;pp;132
Andalucía;Almería;Las Tres Villas;01;04;901;34010404901;#ABAAAD;vox;15
Andalucía;Almería;El Ejido;01;04;902;34010404902;#ABAAAD;pp;11678
Andalucía;Almería;El Ejido;01;04;902;34010404902;#ABAAAD;vox;5496
Andalucía;Almería;El Ejido;01;04;902;34010404902;#ABAAAD;psoe;4033
Andalucía;Almería;El Ejido;01;04;902;34010404902;#ABAAAD;alm;965
